fid,ft_act_2week_work_active_period_ls_hour0_4,ft_act_month_rest_active_period_ls_hour0_4,ft_act_month_work_active_period_ls_hour0_4,ft_app_act_30d_allcate_cnt,ft_app_act_30d_allcate_days,ft_app_act_30d_allcate_times,ft_app_act_30d_debit_credit_cnt,ft_app_act_30d_debit_credit_days,ft_app_act_30d_debit_credit_times,ft_app_act_30d_game_days_avg,ft_app_act_30d_live_days,ft_app_act_30d_live_times,ft_app_act_30d_messaging_social_days,ft_app_act_30d_messaging_social_times,ft_app_act_30d_micro_loan_cnt,ft_app_act_30d_micro_loan_days,ft_app_act_30d_micro_loan_times,ft_app_act_30d_office_business_days,ft_app_act_30d_photo_cnt_m_rate,ft_app_act_30d_photo_days,ft_app_act_30d_photo_times,ft_app_act_30d_short_video_cnt_m_rate,ft_app_act_30d_short_video_days,ft_app_act_30d_short_video_times,ft_app_ins_bank_cnt_rate,ft_app_ins_current_bank_cnt,ft_app_ins_current_child_rearing_cnt,ft_app_ins_current_credit_card_cnt,ft_app_ins_current_debit_credit_cnt,ft_app_ins_current_debit_credit_cnt_cv,ft_app_ins_current_debit_credit_cnt_m_rate,ft_app_ins_current_discounts_cnt,ft_app_ins_current_examination_cnt,ft_app_ins_current_finance_cnt,ft_app_ins_current_finance_cnt_cv,ft_app_ins_current_finance_cnt_m_rate,ft_app_ins_current_fitness_cnt,ft_app_ins_current_fitness_cnt_m_rate,ft_app_ins_current_game_cnt,ft_app_ins_current_imei_alter_cnt,ft_app_ins_current_invest_cnt,ft_app_ins_current_life_casual_cnt,ft_app_ins_current_live_cnt,ft_app_ins_current_lottery_cnt,ft_app_ins_current_malicious_cnt,ft_app_ins_current_market_cnt,ft_app_ins_current_messaging_social_cnt,ft_app_ins_current_micro_loan_cnt,ft_app_ins_current_news_reading_cnt,ft_app_ins_current_office_business_cnt,ft_app_ins_current_online_gamble_cnt,ft_app_ins_current_online_shopping_cnt,ft_app_ins_current_payment_cnt,ft_app_ins_current_photo_cnt,ft_app_ins_current_risk_cnt,ft_app_ins_current_short_video_cnt,ft_app_ins_current_shortterm_loan,ft_app_ins_current_travel_cnt,ft_app_ins_current_video_cnt,ft_app_ins_debit_credit_cnt_rate,ft_app_ins_finance_cnt_rate,ft_app_ins_history_bank_cnt,ft_app_ins_history_child_rearin_cnt,ft_app_ins_history_credit_card_cnt,ft_app_ins_history_debit_credit_cnt,ft_app_ins_history_discounts_cnt,ft_app_ins_history_examination_cnt,ft_app_ins_history_finance_cnt,ft_app_ins_history_fitness_cnt,ft_app_ins_history_gamble_cnt,ft_app_ins_history_game_cnt,ft_app_ins_history_imei_alter_cnt,ft_app_ins_history_insurance_cnt,ft_app_ins_history_invest_cnt,ft_app_ins_history_life_casual_cnt,ft_app_ins_history_live_cnt,ft_app_ins_history_lottery_cnt,ft_app_ins_history_market_cnt,ft_app_ins_history_messaging_social_cnt,ft_app_ins_history_micro_loan_cnt,ft_app_ins_history_money_management_cnt,ft_app_ins_history_news_reading_cnt,ft_app_ins_history_office_business_cnt,ft_app_ins_history_online_gamble_cnt,ft_app_ins_history_online_shopping_cnt,ft_app_ins_history_payment_cnt,ft_app_ins_history_photo_cnt,ft_app_ins_history_risk_cnt,ft_app_ins_history_short_video_cnt,ft_app_ins_history_shortterm_loan,ft_app_ins_history_shortterm_loan_m_rate,ft_app_ins_history_simulator_cnt,ft_app_ins_history_tally_cnt,ft_app_ins_history_travel_cnt,ft_app_ins_history_video_cnt,ft_app_ins_lottery_cnt_rate,ft_app_ins_micro_loan_cnt_rate,ft_app_ins_online_gamble_cnt_rate,ft_cross_ins_credit_ins_largest_cate_cnt,ft_cross_ins_wifilocating_tag_credit_card,ft_cross_lbs_4wr_act_cnt_app_4w_unins,ft_cross_tag_city_level1_housing_price,ft_cross_tag_city_level3_price,ft_cross_tag_city_level4_price,ft_dev_battery_all_30d_whole_allday_hours,ft_dev_battery_all_90d_whole_allday_hours,ft_dev_battery_charge_30d_weekday_allday_hours,ft_dev_battery_charge_30d_whole_allday_hours,ft_dev_battery_charge_90d_weekday_allday_hours,ft_dev_battery_charge_90d_weekend_allday_hours,ft_dev_battery_charge_90d_whole_allday_hours,ft_dev_battery_full_30d_weekday_allday_hours,ft_dev_battery_full_30d_weekend_allday_hours,ft_dev_battery_full_90d_weekday_allday_hours,ft_dev_battery_full_90d_weekend_allday_hours,ft_dev_battery_full_90d_whole_allday_hours,ft_dev_battery_use_30d_weekday_allday_hours,ft_dev_battery_use_30d_weekday_nighttime_hours,ft_dev_battery_use_30d_weekend_allday_hours,ft_dev_battery_use_30d_whole_allday_hours,ft_dev_battery_use_30d_whole_nighttime_hours,ft_dev_battery_use_90d_weekday_nighttime_hours,ft_dev_battery_use_90d_weekend_allday_hours,ft_dev_battery_use_90d_whole_allday_hours,ft_dev_battery_use_90d_whole_nighttime_hours,ft_dev_deprecia_price,ft_dev_ip_30d_weekday_closetime_cnt,ft_dev_ip_30d_weekday_nighttime_cnt,ft_dev_ip_30d_whole_nighttime_cnt,ft_dev_market_price,ft_dev_wifimac_30d_weekday_nighttime_cnt,ft_dev_wifimac_30d_weekday_nighttime_days,ft_dev_wifimac_30d_weekend_allday_cnt,ft_dev_wifimac_30d_whole_closetime_cnt,ft_dev_wifimac_30d_whole_nighttime_cnt,ft_dev_wifimac_30d_whole_nighttime_days,ft_finance_score_c_rule,ft_finance_score_e_rule,ft_gezhen_multi_loan_level,ft_gezhen_multi_loan_score,ft_gz_black_list,ft_gz_car_price,ft_gz_income_1,ft_ins_app_uninstall_category_190000,ft_lbs_same_night_stay_wifimac_cnt,ft_safe_score_c_rule,ft_safe_score_f_rule,ft_stable_imsi_changes,ft_tag_age,ft_tag_asset_management,ft_tag_banking,ft_tag_consumption_level,ft_tag_consumption_range,ft_tag_credit_card,ft_tag_education,ft_tag_gender,ft_tag_occupation_office,ft_tag_parent_0to2y,ft_tag_parent_3to6y,ft_tag_parent_k1tok6,ft_tag_parent_k7tok12,ft_tag_stock
4b536fb97c171aa59cc785afe40b8043,1,,1,1,13,74,0,0,0,0.0000,0,0,0,0,0,0,0,0,,0,0,,0,0,0.0000,0,0,0,0,,,2,0,2,0.0000,1.0000,1,1.0000,0,0,0,2,0,0,0,4,4,0,0,1,0,6,2,2,0,1,,2,3,0.0000,0.5000,1,0,0,0,3,0,4,1,0,0,0,0,1,2,0,0,4,4,0,0,3,1,0,7,2,3,0,2,,,0,0,3,4,0.0000,0.0000,0.0000,20,,8,,,,39,66,7,10,13,6,19,2,0,2,0,2,21,1,7,28,1,1,11,51,1,,1,1,1,,1,1,1,1,1,1,545,560,none,0.418,,,,0,2.5,545,10,2.5,25-34,0,0,3,9,0,,0,0,0,0,0,0,0
3112d71d7515e1ba1a66e627c901653e,,,,1,4,162,0,0,0,0.0000,0,0,0,0,0,0,0,4,,0,0,,0,0,0.6667,2,0,0,0,,,0,5,3,0.2020,1.2857,2,1.2000,0,0,0,2,0,0,0,3,3,0,4,4,0,4,1,0,0,0,0,1,5,0.0000,0.4286,3,0,0,1,8,18,7,3,0,4,0,0,0,21,1,0,16,5,1,1,15,5,0,29,1,7,0,3,0,,0,0,14,21,0.0000,0.0000,0.0000,20,,9,,10,,1,4,0,0,2,0,2,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,,,,2,,,,,,,542,560,none,0.3526,,,,0,2.5,545,10,2.5,18-24,0,1,2,6,0,,0,0,0,0,0,0,0
5be712900071877770464504a4a72090,,,,1,5,68,0,0,0,0.0000,0,0,0,0,0,0,0,0,,0,0,,0,0,0.5000,1,0,0,0,,,1,0,2,0.0000,1.0000,0,,0,0,0,4,0,0,0,1,2,0,1,1,0,2,1,0,0,0,0,3,0,0.0000,0.4000,2,0,0,1,1,0,5,0,0,5,0,0,0,8,1,0,4,5,0,0,1,3,0,5,2,1,0,1,1,1.0000,0,0,5,6,0.0000,0.0000,0.0000,20,,1,,10,,17,84,4,5,15,3,18,0,0,1,0,1,15,0,1,16,0,4,20,76,4,,1,0,0,,0,0,0,1,0,0,545,560,none,0.369,,,,0,2.0,545,10,3.0,25-34,0,1,2,8,0,,1,1,0,0,0,0,0
7bddf0cc939d0c09600365376b1bc477,,,,1,1,3,0,0,0,0.0000,0,0,0,0,0,0,0,0,,0,0,,0,0,1.0000,4,1,2,0,,,2,2,9,0.0488,0.9310,4,1.2000,1,0,0,1,0,0,0,5,4,0,0,1,0,9,2,4,0,1,0,2,5,0.0000,0.9000,4,1,2,0,2,2,10,4,0,2,0,0,0,1,0,0,5,4,0,0,0,1,0,9,2,5,0,2,0,,0,0,2,6,0.0000,0.0000,0.0000,22,3,6,,10,,5,9,0,0,0,0,0,0,0,0,0,0,4,0,1,5,0,0,2,9,0,,,,,,,,,,,,545,560,none,0.22,,,,0,2.5,545,10,3.0,25-34,1,1,3,10,1,,0,0,0,0,1,0,0
d7afd72f8e9ed833794c467fe2b39397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,,,,,,,,,2.5,,2,2.5,45+,0,0,3,,0,,1,0,0,0,0,0,1
12a1536f8c236fb9ae50e0de15113150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,2,2.5,,0,0,3,,0,,,0,0,0,0,0,0
c6b3993ad55c69b06294b4f92648233a,,,,,,,,,,0.0000,,,,,,,,,,,,,,,0.0000,0,2,0,0,,,0,6,0,,,0,,4,0,0,1,1,0,0,0,3,0,1,2,0,0,0,1,0,1,0,0,3,0.0000,0.0000,0,2,0,0,1,10,1,1,0,10,0,0,0,4,1,0,2,4,0,0,1,4,0,3,1,4,0,2,0,,0,0,0,6,0.0000,0.0000,0.0000,21,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,555,low,0.5,,,,,2.5,546,6,2.5,35-44,0,0,2,4,0,,0,0,0,0,1,0,0
d8a34a2bf08d06bad0de322c862bbd08,,,,2,4,15,0,0,0,0.0000,0,0,0,0,0,0,0,0,,0,0,,0,0,0.0000,0,1,0,0,,,2,1,1,0.0000,1.0000,1,1.0000,0,0,0,2,0,0,0,5,2,0,0,0,0,7,1,3,0,2,0,3,4,0.0000,0.0250,0,4,4,25,7,3,40,2,0,2,0,0,1,7,0,0,8,4,18,0,5,3,0,16,3,4,0,3,6,1.0000,0,1,4,13,0.0000,0.0000,0.0000,21,2,6,,,10,11,26,1,1,3,1,4,0,0,0,0,0,7,2,3,10,2,2,11,23,3,0,2,1,1,2,1,1,2,2,1,1,556,565,middle,0.6649,,,,0,2.5,550,10,3.0,25-34,0,0,3,8,0,,0,0,1,0,0,0,0
13ef37842634ac5bd4c1eaf72f88efd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,13,,1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,,2.5,,1,2.5,18-24,1,0,2,,0,,1,1,0,0,0,0,0
721cfc3ab634bbc77bb7a416177b02d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,999,,2.5,,0,2.5,,,,,,,,,,,,,,
969fd40a7249c5b00a2819aed4fbbed5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,2.5,,,,,,,,,,,,,,
dac0adee0ba41698e3abefdfb2dc6584,30,26,44,4,27,285,0,0,0,0.0000,0,0,2,8,0,0,0,0,1.0000,27,254,,0,0,0.0000,0,2,0,1,0.0000,1.0000,2,0,2,0.0000,1.0000,1,1.0000,6,0,0,3,0,0,0,2,6,0,1,1,0,4,1,5,0,3,0,2,8,1.0000,1.0000,0,3,0,1,2,0,2,2,0,14,0,0,0,4,0,0,6,10,0,0,3,3,0,9,1,6,0,3,0,,0,0,4,9,0.0000,0.0000,0.0000,9,2,4,,,,147,403,19,33,69,48,117,0,4,0,4,4,71,9,47,118,13,19,124,319,25,,3,3,4,,1,3,4,1,2,4,542,556,low,0.4853,,,,0,2.5,545,10,2.5,18-24,1,0,3,10,0,,0,0,1,0,0,0,0
ab21f380cdbb5ecc86a276705c4162c0,,,,2,7,53,0,0,0,8.3333,0,0,0,0,0,0,0,0,,0,0,,0,0,0.5000,1,2,0,1,1.4142,3.0000,0,0,5,0.2571,1.3636,0,,1,0,0,5,0,0,0,3,3,0,4,0,0,4,1,2,0,1,0,1,6,0.5000,0.7143,2,5,0,2,6,1,7,0,0,4,0,0,0,9,1,0,10,6,0,0,9,2,0,15,1,5,0,3,0,,0,0,6,16,0.0000,0.0000,0.0000,9,1,6,,,10,24,111,6,11,12,8,20,0,0,0,0,0,12,0,8,20,0,1,25,102,1,,1,0,0,,0,0,1,1,0,0,542,556,none,0.3471,,999,999,0,2.5,545,9,3.0,18-24,1,1,3,10,0,,1,0,0,1,0,0,0
0abbb9e227fcb848ed61a4069e921f5f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,5,0,0,0,0,0,0,,,,,,,,,2.5,,2,2.5,25-34,0,1,3,,0,,,0,0,0,0,0,0
cafeac9beee151547741c4c6be02e7b1,,,,1,2,2,0,0,0,0.0000,0,0,0,0,0,0,0,2,,0,0,,0,0,0.5000,1,0,3,0,,,1,0,7,0.0643,0.9545,2,1.2000,1,0,1,4,0,0,0,2,2,0,2,4,0,3,2,1,0,1,0,7,4,0.0000,0.8750,2,0,3,0,2,0,8,2,0,4,0,0,1,5,0,0,3,4,0,0,4,4,0,5,2,1,0,1,0,,0,0,8,7,0.0000,0.0000,0.0000,21,3,6,,,,4,9,1,1,2,0,2,0,0,0,0,0,2,0,1,3,0,0,2,7,0,,0,0,0,,0,0,1,0,0,0,545,560,none,0.298,,,,0,2.5,545,10,2.5,25-34,0,1,3,10,1,,1,0,0,0,0,0,1
215069c24813735a4c1fe9ce55b467bd,6,6,7,10,29,345,0,0,0,0.0000,0,0,0,0,0,0,0,4,1.0000,5,13,,0,0,0.0000,0,1,0,0,,,1,3,6,0.2020,1.2857,4,1.0909,2,0,5,7,0,0,0,4,3,0,3,2,0,6,1,3,0,1,0,6,6,0.0000,0.3000,5,4,0,2,12,16,20,14,0,14,0,0,6,39,2,1,17,15,2,0,8,5,0,32,3,18,0,4,0,,0,2,19,20,0.0000,0.0000,0.0000,22,,10,,,,169,261,17,30,28,20,48,0,1,0,1,1,111,2,32,143,2,4,66,220,5,0,3,0,0,3,0,0,3,2,0,0,551,564,none,0.3947,,999,999,1,2.5,545,9,1.0,25-34,0,0,2,4,0,,0,0,0,0,0,0,0
35eab875ff580bb28bcb8deb389b91b3,,,,,,,,,,0.0000,,,,,,,,,,,,,,,0.0000,0,0,0,0,,,2,1,1,0.0000,1.0000,1,1.0000,2,0,0,4,0,0,0,3,6,0,1,1,0,5,1,1,0,1,0,1,3,0.0000,0.2500,1,1,0,1,3,2,4,5,0,9,0,0,0,14,3,0,10,15,0,0,5,2,0,13,1,3,0,2,0,,0,0,8,12,0.0000,0.0000,0.0000,21,2,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,555,none,0.4396,,999,999,,2.5,546,5,2.5,18-24,0,0,1,3,0,,0,0,0,0,0,0,0
4ce8c3c48b383c12b3e5d6392120da6b,,,,,,,,,,0.0000,,,,,,,,,,,,,,,0.0000,0,0,0,0,,,2,1,1,0.0000,1.0000,0,,1,0,0,4,0,0,0,4,4,0,3,1,0,5,1,2,0,2,,2,3,0.0000,1.0000,0,0,0,0,2,1,1,0,0,1,0,0,0,4,0,0,4,4,0,0,3,1,0,5,1,2,0,2,,,0,0,2,3,0.0000,0.0000,0.0000,21,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,555,low,0.5,,,,,2.5,546,6,2.5,25-34,0,0,3,8,0,,1,0,0,0,0,0,0
5ab01f76ab405b94c09a2dc094c077b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,,2.5,,0,2.5,,,,,,,,,,,,,,
23d5c86eb3d67c843e77d5a30135e384,6,4,6,3,15,112,0,0,0,0.0000,0,0,0,0,0,0,0,0,,0,0,,0,0,0.5000,1,0,0,0,,,1,0,2,0.0000,1.0000,0,,5,0,0,2,0,0,0,3,3,0,1,0,0,5,1,7,0,3,0,4,6,0.0000,0.4000,2,0,0,0,8,1,5,1,0,6,0,0,1,5,1,0,9,4,0,0,4,5,0,16,2,8,0,3,0,,0,0,8,13,0.0000,0.0000,0.0000,21,2,9,,,,72,135,20,26,31,19,50,1,0,2,0,2,40,4,9,49,4,4,23,95,6,0,3,4,4,2,1,4,1,1,1,4,545,560,none,0.4027,,,,0,2.0,545,10,3.0,25-34,0,1,3,10,0,,0,0,0,0,0,0,0
ff7ccfe9157dfcadabc05c27923e08b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,,,,,,999,999,,2.5,,1,2.5,25-34,0,0,3,,1,,0,1,0,0,0,0,0
5fa09d14fbc3665a550c7c7510143ef6,,,,2,17,84,0,0,0,0.0000,0,0,0,0,0,0,0,0,,0,0,,0,0,0.0000,0,0,0,0,,,0,0,1,0.0000,1.0000,0,,1,0,0,1,0,0,0,3,3,0,1,2,0,3,1,0,0,0,0,1,5,0.0000,0.3333,1,0,0,0,1,1,3,2,0,10,0,0,0,10,3,0,6,6,0,0,4,3,0,9,2,7,0,3,0,,0,0,4,20,0.0000,0.0000,0.0000,20,2,8,,10,,55,104,16,20,30,14,44,0,0,0,0,0,29,0,11,40,0,0,25,69,0,0,3,0,0,1,0,0,1,1,0,0,545,560,none,0.418,,,,0,2.5,545,10,1.0,18-24,0,0,2,7,0,,1,0,0,0,0,0,0
817636662a25fb0deac82fb50d2d7823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,5,1,1,0,0,1,1,,,,,,999,999,,2.5,,1,2.5,35-44,0,0,3,,0,,1,0,0,0,0,0,0
add590daf6974d3580c0145463231f10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,5,,,,,,,,,,,,,,,,,,,,,,,0,,,,5,,,,,,,,,,,,5,999,,2.5,,1,2.5,25-34,0,0,2,,0,,0,0,0,0,0,0,0
273e36a3060a6572e49ea720c4dbc4f3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0000,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,,2.5,,1,2.5,,0,0,0,,0,,,0,0,0,0,0,0
037c0d07be97a0c913e72fa5e65c8a68,42,39,66,1,26,2100,0,0,0,0.0000,0,0,0,0,0,0,0,0,,0,0,,0,0,0.0000,0,1,0,0,,,0,1,7,0.6124,1.7500,0,,4,0,5,6,1,1,0,3,5,0,1,1,0,3,1,3,0,1,0,2,5,0.0000,0.5000,2,2,0,0,0,3,14,1,0,5,0,0,5,14,1,1,3,11,0,2,6,1,0,3,4,4,0,2,0,,0,0,6,12,1.0000,0.0000,0.0000,21,2,2,,,,676,1624,136,186,278,101,379,74,35,190,79,269,304,2,134,438,3,13,347,1128,21,0,9,9,10,2,1,10,1,1,1,14,551,568,none,0.4484,,999,999,0,2.0,545,9,1.0,25-34,0,0,3,10,0,,1,0,0,0,1,0,1
81f3e5731f2d29be0936295fbb61a1c5,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,2,0,0,0,,,0,1,4,0.0000,1.0000,2,0.8571,3,0,0,2,1,0,0,2,4,0,0,3,0,2,2,2,0,1,0,4,9,0.0000,1.0000,2,0,0,0,0,4,4,3,0,8,0,0,0,4,2,0,2,6,0,0,6,4,0,2,2,4,0,2,0,,0,0,4,16,0.0000,0.0000,0.0000,21,2,6,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547,555,none,0.3701,,,,0,2.5,546,6,2.5,18-24,0,1,2,4,0,,0,0,0,0,0,0,0
49d013aa08175fa89987c2938688c722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,5,0,0,0,1,0,0,,,,,,,,,2.5,,2,2.5,35-44,0,0,3,,1,,0,0,0,0,0,0,0
38dffcb812d903a96adad4eb53662133,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0,0,0,0,,,0,0,1,0.0000,1.0000,0,,0,0,0,3,1,0,0,1,2,0,0,2,0,1,1,0,0,0,0,4,3,0.0000,0.5000,0,0,0,0,1,0,2,1,0,8,0,0,0,16,2,0,3,7,0,0,4,4,0,5,2,2,0,2,0,,0,0,7,8,0.0000,0.0000,0.0000,20,2,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547,555,low,0.4893,,999,999,,2.5,546,5,2.5,25-34,0,0,1,,0,,1,0,0,0,0,0,0
763cba475fb5fef3208bdfcef3c8dddb,,,,4,19,127,0,0,0,0.0000,0,0,0,0,0,0,0,0,,0,0,,0,0,1.0000,4,1,1,0,,,3,2,8,0.1286,1.0909,4,1.0000,1,0,0,21,0,0,0,10,4,0,3,3,0,17,2,9,1,2,0,3,5,0.0000,0.8889,4,1,1,0,4,2,9,5,0,2,0,0,1,30,1,0,11,4,0,1,4,5,0,19,2,16,2,3,0,,0,0,6,8,0.0000,0.0000,0.0000,24,3,7,,,,72,409,3,3,26,13,39,1,0,2,0,2,55,0,14,69,0,0,85,374,0,,0,0,0,,0,0,1,0,0,0,545,560,none,0.2519,,,,0,2.5,545,8,2.5,25-34,1,1,2,8,1,,0,1,1,0,0,0,0
d471fbd85b85bfb17b2f12a9f582a484,,,,,,,,,,0.0000,,,,,,,,,,,,,,,0.9091,10,0,1,1,0.7071,1.5000,2,0,15,0.0658,1.0465,0,,1,0,0,4,0,0,0,5,3,0,3,1,0,7,1,2,0,2,1,2,2,0.5000,0.8333,11,0,2,2,2,0,18,0,0,1,0,0,0,4,1,0,5,3,0,0,4,1,0,7,1,2,0,2,1,1.0000,0,1,2,3,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,550,none,0.2334,,,,,,546,6,,25-34,1,1,2,6,0,,1,1,0,0,0,0,0
261d9c11d64e3c27724d7c8b18cfb3ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,,2.5,,0,2.5,,,,,,,,,,,,,,
bcc721115603ac7ec35ff9b01131625b,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,1,0,0,0,,,0,0,2,0.0000,1.0000,0,,4,0,0,3,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,2,4,0.0000,1.0000,1,0,0,0,0,0,2,0,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,0,1,2,0,2,0,,0,0,2,4,0.0000,0.0000,0.0000,20,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,555,none,0.4408,,,,,2.5,546,6,2.5,18-24,0,1,2,3,0,,1,1,0,0,0,0,0
a08959dfe036bf57db977b85aec0002f,,,,4,22,146,0,0,0,0.0000,0,0,9,73,0,0,0,0,,0,0,,0,0,1.0000,2,0,1,0,,,3,1,5,0.0000,1.0000,1,1.0000,2,0,0,5,0,0,0,4,4,0,1,0,0,6,2,4,0,1,0,3,3,0.0000,1.0000,2,0,1,0,6,5,5,1,0,4,0,0,0,10,0,0,9,9,0,0,4,2,0,13,2,6,0,1,0,,0,0,8,6,0.0000,0.0000,0.0000,21,1,10,,10,,111,253,14,16,20,4,24,0,0,0,0,0,70,0,31,101,0,0,66,237,0,,2,0,0,,0,0,3,1,0,0,545,560,none,0.3292,,,,0,2.5,545,10,2.5,25-34,0,1,3,10,1,,0,1,0,0,0,0,0
2dd60a04c101c465b71d0f2fb4b5234e,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0,0,1,0,,,1,0,4,0.0000,1.0000,0,,2,0,0,6,0,0,0,3,2,0,0,1,0,4,2,0,0,0,0,1,4,0.0000,0.2667,1,0,3,7,3,1,15,1,0,4,0,0,0,10,0,0,5,10,2,0,3,2,0,7,2,3,0,2,3,1.0000,0,0,3,9,0.0000,0.0000,0.0000,21,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547,555,none,0.3687,,,,,2.5,546,6,2.5,25-34,1,0,2,,0,,1,0,0,0,0,0,0
38ea868013d09d42fef1fa2c3e11b471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,2.5,,,,,,,,,,,,,,
d2e0898eeb30f66ae8b8423d5383260c,,,4,3,11,36,0,0,0,0.0000,0,0,0,0,0,0,0,1,,0,0,,0,0,0.0000,0,0,0,0,,,1,8,1,0.0000,1.0000,0,,4,0,0,4,0,0,0,2,7,0,5,4,0,3,1,1,0,0,0,3,3,0.0000,0.1667,2,0,1,1,4,13,6,0,0,37,0,0,0,11,2,0,6,12,0,0,21,8,0,10,2,8,0,2,0,,0,0,8,16,0.0000,0.0000,0.0000,22,2,6,,,10,35,48,5,7,8,2,10,2,0,2,0,2,24,4,2,26,4,4,4,37,4,0,0,0,0,0,0,0,0,0,0,0,545,560,none,0.3392,,999,999,0,2.5,545,11,3.0,18-24,0,0,2,8,0,,1,0,0,0,0,0,0
