fid,ft_act_2week_work_active_period_ls_hour0_4,ft_act_month_rest_active_period_ls_hour0_4,ft_act_month_work_active_period_ls_hour0_4,ft_app_act_30d_allcate_cnt,ft_app_act_30d_allcate_days,ft_app_act_30d_allcate_times,ft_app_act_30d_debit_credit_cnt,ft_app_act_30d_debit_credit_days,ft_app_act_30d_debit_credit_times,ft_app_act_30d_game_days_avg,ft_app_act_30d_live_days,ft_app_act_30d_live_times,ft_app_act_30d_messaging_social_days,ft_app_act_30d_messaging_social_times,ft_app_act_30d_micro_loan_cnt,ft_app_act_30d_micro_loan_days,ft_app_act_30d_micro_loan_times,ft_app_act_30d_office_business_days,ft_app_act_30d_photo_cnt_m_rate,ft_app_act_30d_photo_days,ft_app_act_30d_photo_times,ft_app_act_30d_short_video_cnt_m_rate,ft_app_act_30d_short_video_days,ft_app_act_30d_short_video_times,ft_app_ins_bank_cnt_rate,ft_app_ins_current_bank_cnt,ft_app_ins_current_child_rearing_cnt,ft_app_ins_current_credit_card_cnt,ft_app_ins_current_debit_credit_cnt,ft_app_ins_current_debit_credit_cnt_cv,ft_app_ins_current_debit_credit_cnt_m_rate,ft_app_ins_current_discounts_cnt,ft_app_ins_current_examination_cnt,ft_app_ins_current_finance_cnt,ft_app_ins_current_finance_cnt_cv,ft_app_ins_current_finance_cnt_m_rate,ft_app_ins_current_fitness_cnt,ft_app_ins_current_fitness_cnt_m_rate,ft_app_ins_current_game_cnt,ft_app_ins_current_imei_alter_cnt,ft_app_ins_current_invest_cnt,ft_app_ins_current_life_casual_cnt,ft_app_ins_current_live_cnt,ft_app_ins_current_lottery_cnt,ft_app_ins_current_malicious_cnt,ft_app_ins_current_market_cnt,ft_app_ins_current_messaging_social_cnt,ft_app_ins_current_micro_loan_cnt,ft_app_ins_current_news_reading_cnt,ft_app_ins_current_office_business_cnt,ft_app_ins_current_online_gamble_cnt,ft_app_ins_current_online_shopping_cnt,ft_app_ins_current_payment_cnt,ft_app_ins_current_photo_cnt,ft_app_ins_current_risk_cnt,ft_app_ins_current_short_video_cnt,ft_app_ins_current_shortterm_loan,ft_app_ins_current_travel_cnt,ft_app_ins_current_video_cnt,ft_app_ins_debit_credit_cnt_rate,ft_app_ins_finance_cnt_rate,ft_app_ins_history_bank_cnt,ft_app_ins_history_child_rearin_cnt,ft_app_ins_history_credit_card_cnt,ft_app_ins_history_debit_credit_cnt,ft_app_ins_history_discounts_cnt,ft_app_ins_history_examination_cnt,ft_app_ins_history_finance_cnt,ft_app_ins_history_fitness_cnt,ft_app_ins_history_gamble_cnt,ft_app_ins_history_game_cnt,ft_app_ins_history_imei_alter_cnt,ft_app_ins_history_insurance_cnt,ft_app_ins_history_invest_cnt,ft_app_ins_history_life_casual_cnt,ft_app_ins_history_live_cnt,ft_app_ins_history_lottery_cnt,ft_app_ins_history_market_cnt,ft_app_ins_history_messaging_social_cnt,ft_app_ins_history_micro_loan_cnt,ft_app_ins_history_money_management_cnt,ft_app_ins_history_news_reading_cnt,ft_app_ins_history_office_business_cnt,ft_app_ins_history_online_gamble_cnt,ft_app_ins_history_online_shopping_cnt,ft_app_ins_history_payment_cnt,ft_app_ins_history_photo_cnt,ft_app_ins_history_risk_cnt,ft_app_ins_history_short_video_cnt,ft_app_ins_history_shortterm_loan,ft_app_ins_history_shortterm_loan_m_rate,ft_app_ins_history_simulator_cnt,ft_app_ins_history_tally_cnt,ft_app_ins_history_travel_cnt,ft_app_ins_history_video_cnt,ft_app_ins_lottery_cnt_rate,ft_app_ins_micro_loan_cnt_rate,ft_app_ins_online_gamble_cnt_rate,ft_cross_ins_credit_ins_largest_cate_cnt,ft_cross_ins_wifilocating_tag_credit_card,ft_cross_lbs_4wr_act_cnt_app_4w_unins,ft_cross_tag_city_level1_housing_price,ft_cross_tag_city_level3_price,ft_cross_tag_city_level4_price,ft_dev_battery_all_30d_whole_allday_hours,ft_dev_battery_all_90d_whole_allday_hours,ft_dev_battery_charge_30d_weekday_allday_hours,ft_dev_battery_charge_30d_whole_allday_hours,ft_dev_battery_charge_90d_weekday_allday_hours,ft_dev_battery_charge_90d_weekend_allday_hours,ft_dev_battery_charge_90d_whole_allday_hours,ft_dev_battery_full_30d_weekday_allday_hours,ft_dev_battery_full_30d_weekend_allday_hours,ft_dev_battery_full_90d_weekday_allday_hours,ft_dev_battery_full_90d_weekend_allday_hours,ft_dev_battery_full_90d_whole_allday_hours,ft_dev_battery_use_30d_weekday_allday_hours,ft_dev_battery_use_30d_weekday_nighttime_hours,ft_dev_battery_use_30d_weekend_allday_hours,ft_dev_battery_use_30d_whole_allday_hours,ft_dev_battery_use_30d_whole_nighttime_hours,ft_dev_battery_use_90d_weekday_nighttime_hours,ft_dev_battery_use_90d_weekend_allday_hours,ft_dev_battery_use_90d_whole_allday_hours,ft_dev_battery_use_90d_whole_nighttime_hours,ft_dev_deprecia_price,ft_dev_ip_30d_weekday_closetime_cnt,ft_dev_ip_30d_weekday_nighttime_cnt,ft_dev_ip_30d_whole_nighttime_cnt,ft_dev_market_price,ft_dev_wifimac_30d_weekday_nighttime_cnt,ft_dev_wifimac_30d_weekday_nighttime_days,ft_dev_wifimac_30d_weekend_allday_cnt,ft_dev_wifimac_30d_whole_closetime_cnt,ft_dev_wifimac_30d_whole_nighttime_cnt,ft_dev_wifimac_30d_whole_nighttime_days,ft_finance_score_c_rule,ft_finance_score_e_rule,ft_gezhen_multi_loan_level,ft_gezhen_multi_loan_score,ft_gz_black_list,ft_gz_car_price,ft_gz_income_1,ft_ins_app_uninstall_category_190000,ft_lbs_same_night_stay_wifimac_cnt,ft_safe_score_c_rule,ft_safe_score_f_rule,ft_stable_imsi_changes,ft_tag_age,ft_tag_asset_management,ft_tag_banking,ft_tag_consumption_level,ft_tag_consumption_range,ft_tag_credit_card,ft_tag_education,ft_tag_gender,ft_tag_occupation_office,ft_tag_parent_0to2y,ft_tag_parent_3to6y,ft_tag_parent_k1tok6,ft_tag_parent_k7tok12,ft_tag_stock
95e76ca528448cd31ba2badc633ac8df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,10,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,,,,,,999,999,,2.5,,1,2.5,18-24,0,0,3,,0,,1,0,0,0,0,0,0
b46bd625b297ba46b52df2004b49e0ad,,,,1,1,3,0,0,0,0.0000,0,0,0,0,0,0,0,1,,0,0,,0,0,1.0000,3,0,0,0,,,2,1,7,0.0000,1.0000,0,,4,0,1,9,3,0,0,6,8,0,9,4,0,7,2,5,0,3,0,7,8,0.0000,0.7778,3,0,0,0,2,1,9,0,0,6,0,0,2,11,6,0,6,13,0,0,11,6,0,7,2,5,0,3,0,,0,0,10,13,0.0000,0.0000,0.0000,22,,6,,,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,3,0,0,2,0,0,0,545,560,none,0.3312,,999,999,0,2.5,545,9,2.5,25-34,1,1,2,8,0,,1,1,0,0,0,0,0
19d87da321fb1303a4c579afeedc1ec3,13,3,13,6,15,1226,0,0,0,0.0000,0,0,0,0,0,0,0,6,,0,0,,0,0,1.0000,1,0,0,0,,,5,0,4,0.1286,1.0909,3,1.1250,0,0,0,16,1,0,0,8,5,0,5,9,0,12,1,4,0,2,0,7,8,0.0000,1.0000,1,0,0,0,5,0,4,3,0,0,0,0,0,17,1,0,8,6,0,0,6,10,0,12,1,4,0,2,0,,0,0,8,8,0.0000,0.0000,0.0000,23,,9,,,,100,198,10,13,20,9,29,16,1,39,7,46,71,1,12,83,1,2,23,147,2,,1,9,11,,1,9,2,1,1,12,542,560,none,0.3753,,,,0,3.0,545,10,3.0,25-34,1,1,2,8,0,,1,1,0,0,0,0,0
8cd86912d313fa4f2b10294b7ec6f880,,,,1,4,10,0,0,0,0.0000,0,0,0,0,0,0,0,0,,0,0,,0,0,1.0000,9,0,1,0,,,3,3,13,0.1179,1.0833,2,1.0000,1,0,1,1,0,0,0,4,2,0,1,1,0,6,2,0,0,0,0,6,2,0.0000,0.8667,9,1,1,0,4,5,15,3,0,3,0,0,1,4,0,0,9,5,0,0,2,3,0,11,3,0,0,0,0,,0,0,10,10,0.0000,0.0000,0.0000,22,1,6,1,,,4,15,1,1,3,0,3,0,0,0,0,0,2,0,1,3,0,0,3,12,0,0,0,0,0,3,0,0,1,0,0,0,551,564,none,0.2196,,999,999,0,2.5,545,9,3.0,35-44,0,1,3,10,1,,1,1,0,0,0,0,1
276e2eb8beefa6d763d78b4e0883cf0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,0,5,0,0,2,2,0,0,,,,,,,,,2.5,,2,2.5,18-24,0,0,2,,0,,1,0,0,0,0,0,0
69226244e23b69252dafa6d413629ae0,,2,,5,17,119,0,0,0,0.0000,0,0,0,0,0,0,0,0,,0,0,,0,0,0.5000,2,0,3,0,,,2,0,7,0.0000,1.0000,1,1.0000,0,0,0,10,0,0,0,5,3,0,5,4,0,8,1,1,0,1,0,5,4,0.0000,0.7000,4,0,3,1,3,0,10,1,0,0,0,0,0,11,0,0,6,4,0,0,5,4,1,9,1,1,0,1,0,,0,0,5,4,0.0000,0.0000,0.0000,22,1,2,1,,,49,107,9,10,19,9,28,0,0,1,0,1,26,0,14,40,0,0,32,86,3,,2,0,0,,0,0,4,2,0,0,542,560,none,0.2261,,,,0,2.5,548,10,3.0,25-34,1,1,3,10,1,,1,1,0,0,0,0,0
9a9c956ed991e86fc98d5305ee2af5ca,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,9,1,1,4,0.0000,1.0000,5,2,16,0.0000,1.0000,3,1.0000,3,0,0,7,0,0,0,10,8,1,4,5,0,13,1,6,0,2,0,4,11,0.3333,0.6400,9,1,2,12,5,2,25,3,0,3,0,0,0,9,0,0,10,9,3,0,4,5,0,13,2,6,0,2,2,1.0000,0,0,5,11,0.0000,0.3333,0.0000,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547,543,low,0.4827,,,,,2.5,538,6,2.5,25-34,1,1,3,10,1,,0,0,0,1,0,0,0
1ab55a077b914452a6263b555dbf89cb,,,,22,3,521,0,0,0,0.0000,0,0,3,98,0,0,0,1,2.0000,2,14,,0,0,1.0000,1,0,0,0,,,1,1,2,0.0000,1.0000,0,,0,0,0,2,0,0,0,2,2,0,0,2,0,3,1,0,0,0,0,4,3,0.0000,0.6667,1,0,0,0,7,5,3,2,0,8,0,0,0,17,4,0,10,10,0,0,9,7,0,15,1,7,0,4,0,,0,0,8,19,0.0000,0.0000,0.0000,20,,6,,,,8,13,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,1,13,0,0,0,0,0,2,0,0,0,0,0,0,542,560,none,0.4408,,999,999,0,2.5,545,11,3.0,18-24,0,1,2,10,0,,1,1,0,0,0,0,0
d35d5575fc66d4e08566021dfaad3e08,,,,1,3,10,0,0,0,0.0000,0,0,0,0,0,0,0,0,,0,0,,0,0,0.3333,1,0,0,0,,,0,0,3,0.1286,0.8182,0,0.0000,0,0,0,0,0,0,0,2,2,0,0,1,0,2,2,3,0,2,0,1,3,0.0000,0.5000,3,0,1,0,1,0,6,1,0,1,0,0,0,7,1,0,6,3,0,0,2,3,0,8,2,3,0,2,0,,0,0,5,6,0.0000,0.0000,0.0000,20,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,545,560,none,0.3264,,,,,2.5,545,10,2.5,25-34,0,1,2,5,1,,0,1,0,0,0,0,0
add1aae46aaa22086f9ff46fbd9ff068,5,,5,2,10,60,0,0,0,0.0000,0,0,0,0,0,0,0,0,,0,0,,0,0,0.8571,6,10,0,2,0.0000,1.0000,2,1,10,0.0000,1.0000,0,,3,0,0,11,3,0,0,5,5,0,4,1,0,6,2,3,0,3,2,3,14,0.0204,0.1000,7,75,2,98,14,6,100,3,0,45,0,1,2,44,16,1,19,21,81,16,19,3,0,30,2,7,0,3,31,1.0000,0,2,28,49,0.0000,0.0000,0.0000,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,0,2,1,1,1,562,557,high,0.888,,999,2,,3.0,556,10,3.0,45+,0,1,3,10,1,,1,1,0,1,0,0,0
5db9dd3067772a5bb2cffe3cfb8fc832,1,2,1,1,30,339,0,0,0,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,,0,0,1.0000,2,0,0,0,,,0,1,3,0.0000,1.0000,0,,0,0,0,1,0,0,0,1,3,0,0,0,0,2,1,2,0,0,0,1,2,0.0000,1.0000,2,0,0,0,4,3,3,0,0,3,0,0,0,4,0,0,4,4,0,0,1,1,0,8,1,6,0,3,0,,1,0,4,5,0.0000,0.0000,0.0000,20,2,8,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542,560,none,0.4149,,,,0,2.5,545,10,3.0,18-24,0,1,2,5,0,,0,0,0,0,0,0,0
05fc5e68fe38ba052e6737c2fe650070,52,32,86,2,30,1800,0,0,0,0.0000,2,3,0,0,0,0,0,0,,0,0,,0,0,1.0000,5,0,1,0,,,2,7,12,0.0832,1.0588,1,1.0000,2,0,2,25,2,0,0,8,7,0,7,9,0,11,1,2,0,2,0,11,13,0.0000,0.9231,5,2,1,0,4,14,13,1,0,3,0,0,2,33,3,0,10,10,0,1,14,9,0,14,1,3,0,2,0,,0,0,19,17,0.0000,0.0000,0.0000,19,1,5,1,,,292,958,47,56,123,27,150,2,2,9,8,17,199,13,60,259,18,40,215,874,60,,2,1,1,,1,11,15,11,1,15,542,560,none,0.2618,,,,,3.0,545,10,3.0,25-34,1,1,2,5,1,,1,0,0,0,0,0,1
2e7eb619c5c03115e99da54342e77ea3,7,,7,1,8,42,0,0,0,0.0000,0,0,0,0,0,0,0,0,,0,0,,0,0,0.0000,0,2,0,0,,,3,2,3,0.1768,1.1250,1,1.0000,0,0,1,8,1,0,0,5,3,0,4,3,0,7,1,2,0,2,0,4,6,0.0000,0.3750,2,7,1,0,6,5,8,2,0,2,0,0,1,17,3,0,6,8,0,1,11,5,0,10,3,2,0,2,0,,0,0,6,14,0.0000,0.0000,0.0000,22,2,9,,,10,19,49,8,9,16,3,19,0,0,2,0,2,7,1,5,12,1,3,8,34,3,1,0,1,1,3,1,1,2,1,1,1,551,564,none,0.3415,,,,0,3.0,545,10,3.0,25-34,1,0,3,10,1,,1,0,0,1,0,0,1
2ef18324307255810d70058382af01cd,,,,1,4,29,0,0,0,0.0000,0,0,0,0,0,0,0,4,,0,0,,0,0,0.5000,1,0,0,5,0.1010,1.0714,2,4,8,0.0615,1.0435,1,1.0000,4,0,0,2,0,0,0,4,4,2,5,3,0,5,1,1,0,1,2,2,2,0.8333,0.8000,2,0,0,6,6,5,10,3,0,4,0,0,0,5,2,0,7,5,3,0,5,5,0,10,1,13,0,4,2,1.0000,0,0,5,11,0.0000,0.6667,0.0000,3,2,1,1,,,1,6,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,542,548,none,0.4344,,999,999,0,2.5,540,11,3.0,18-24,1,1,2,8,0,,1,0,0,0,0,0,0
0698273f89efe9bc81171fbcd840ca3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,5,,,,,,,,,,,,999,999,,2.5,,1,2.5,,0,0,2,,0,,1,0,0,0,0,0,0
05e721dc58e2c16f7ac07d2efcb163e9,,,,,,,,,,0.0000,,,,,,,,,,,,,,,0.0000,0,0,0,0,,,0,0,1,0.0000,1.0000,0,,0,0,0,1,0,0,0,1,2,0,0,0,0,1,1,1,0,1,0,0,1,0.0000,1.0000,0,0,0,0,2,0,1,0,0,4,0,0,0,6,0,0,4,3,0,0,0,0,0,6,1,3,0,2,0,,0,0,2,2,0.0000,0.0000,0.0000,20,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,555,low,0.5,,,,,2.5,546,6,2.5,18-24,0,0,1,,0,,0,1,0,0,0,0,0
45a4ab44f3fb6222127682cc36a11f11,,,,1,1,3,0,0,0,0.0000,0,0,0,0,0,0,0,1,,0,0,,0,0,0.0000,0,0,0,0,,,0,2,2,0.0000,1.0000,0,,0,0,0,1,1,0,0,1,7,0,4,4,0,1,1,4,0,3,0,2,11,0.0000,1.0000,0,0,0,0,0,2,2,0,0,0,0,0,0,1,2,0,1,7,0,0,5,4,0,1,1,4,0,3,0,,0,0,2,16,0.0000,0.0000,0.0000,22,2,6,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542,560,none,0.4376,,,,0,2.0,545,10,2.5,18-24,0,0,3,8,0,,1,0,0,0,0,0,0
461e154bd577cb86243173195c8d2075,,,,,,,,,,0.0000,,,,,,,,,,,,,,,1.0000,1,0,0,3,0.0000,1.0000,1,0,6,0.0000,1.0000,0,,1,0,0,2,0,0,0,3,2,1,0,1,0,4,1,0,0,0,1,1,3,1.0000,1.0000,1,0,0,3,1,0,6,0,0,1,0,0,0,2,0,0,3,2,1,0,0,1,0,4,1,0,0,0,1,1.5000,0,0,1,3,0.0000,1.0000,0.0000,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,543,low,0.4657,,,,,2.5,538,6,2.5,25-34,1,1,2,4,0,,0,0,0,0,0,0,0
1fe71dc74f869293db4d7027de67d2e3,,,,,,,,,,0.0000,,,,,,,,,,,,,,,1.0000,3,0,1,0,,,1,0,5,0.0000,1.0000,0,,1,0,0,5,0,0,0,1,2,0,4,2,0,2,1,0,0,0,0,1,0,0.0000,1.0000,3,0,1,0,1,0,5,0,0,1,0,0,0,5,0,0,1,2,0,0,4,2,0,2,1,0,0,0,0,,0,0,1,0,0.0000,0.0000,0.0000,21,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,555,none,0.3358,,999,999,,2.5,546,5,3.0,25-34,0,1,2,7,1,,1,1,0,0,0,0,0
793860fdd10bb0f092cc1c6644bd51bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,2,2.5,,0,0,2,,0,,,0,0,0,0,0,0
ed5744833b0e1b7cb05800c4cbce5573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,2.5,,,,,,,,,,,,,,
0cb96479bd4d0afc22a95f0dfb6d41ba,,,,15,15,276,0,0,0,0.3333,0,0,15,111,0,0,0,15,,0,0,,0,0,1.0000,3,0,0,1,0.0000,1.0000,2,0,5,0.0000,1.0000,0,,3,0,0,8,1,0,0,4,7,1,1,3,0,5,1,2,0,2,1,6,7,1.0000,0.5556,3,0,0,1,2,2,9,0,0,7,0,0,2,13,6,0,4,9,1,1,5,5,0,5,2,2,0,2,1,1.0000,0,0,8,17,0.0000,1.0000,0.0000,9,2,7,1,,,21,38,0,0,0,0,0,0,0,0,0,0,16,2,5,21,2,7,11,38,8,,0,0,0,,0,0,2,0,0,0,545,556,none,0.3979,,,,0,3.0,545,10,3.0,18-24,0,1,3,9,0,,1,0,0,0,0,0,0
74d4e4ed68f28f9ca0eb521349dbb415,,,,3,21,133,0,0,0,0.0000,0,0,0,0,0,0,0,0,,0,0,,0,0,0.0000,0,0,0,0,,,0,0,2,0.0000,1.0000,0,,1,0,0,3,0,0,0,2,3,0,0,0,0,3,1,1,0,1,0,2,2,0.0000,0.5000,2,0,0,0,3,1,4,1,0,2,0,0,0,7,0,0,4,6,0,0,5,0,0,7,1,3,0,3,0,,0,0,4,9,0.0000,0.0000,0.0000,20,2,3,,,,54,108,2,2,4,3,7,0,0,0,0,0,36,1,18,54,3,1,35,103,3,,2,0,1,,0,0,1,1,1,2,542,560,none,0.3654,,,,0,2.5,545,10,3.0,25-34,1,0,2,8,0,,1,0,0,0,0,0,0
8eb6503148db544daf36802e376823d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,,2.5,,1,2.5,,0,0,2,,0,,0,0,0,0,0,0,0
97d470a226d80259e9f7d1440137a302,,,,,,,,,,0.0000,,,,,,,,,,,,,,,1.0000,1,0,0,1,0.0000,1.0000,0,0,3,0.0000,1.0000,0,,2,0,0,0,0,0,0,0,2,0,1,1,0,0,1,2,0,2,0,1,2,1.0000,1.0000,1,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,2,0,2,0,,0,0,1,2,0.0000,0.0000,0.0000,8,2,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,550,none,0.4263,,999,999,,2.5,546,5,2.5,25-34,1,1,2,4,0,,1,0,0,0,0,0,0
e353cc4f3110983a4e44926356918537,,,,,,,,,,11.0000,,,,,,,,,,,,,,,0.2000,1,0,0,0,,,0,1,3,0.0000,1.0000,0,,3,0,0,3,1,0,0,1,8,0,4,0,0,1,2,0,0,0,0,1,8,0.0000,0.4286,5,0,0,0,2,3,7,0,0,15,0,0,0,8,4,0,5,13,0,0,7,3,0,6,2,4,0,3,0,,0,0,4,17,0.0000,0.0000,0.0000,21,2,1,1,,,1,197,0,0,54,12,66,0,0,65,10,75,1,0,0,1,0,14,26,104,21,0,0,0,0,2,0,0,1,0,0,0,547,555,none,0.3747,,999,999,,2.5,546,5,2.5,18-24,0,1,2,6,0,,1,0,0,0,0,0,0
d6e7bf4c5e7540740519948bcfad782b,,,,1,4,13,0,0,0,0.0000,0,0,0,0,0,0,0,0,,0,0,,0,0,0.0000,0,1,0,0,,,1,0,4,0.1286,1.0909,1,1.0000,2,0,0,1,0,0,0,1,3,0,1,0,0,3,3,1,0,1,0,2,3,0.0000,0.5714,1,1,0,1,2,0,7,2,0,3,0,0,0,5,0,1,3,3,1,0,2,0,0,5,3,1,0,1,0,,0,0,3,4,0.0000,0.0000,0.0000,20,,7,,,3,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,3,0,0,3,3,0,0,551,564,none,0.3596,,3,999,0,2.5,545,9,3.0,25-34,1,0,2,4,0,,1,1,1,0,0,0,0
1643416814f1e1694e33e0b1c5748087,57,24,76,7,30,867,1,1,1,0.0000,9,26,0,0,0,0,0,15,,0,0,,0,0,0.0000,0,0,0,2,0.2828,1.2000,3,0,3,0.2722,1.0000,0,,2,0,0,6,1,0,0,5,3,0,2,2,0,7,1,3,0,2,0,4,7,1.0000,0.7500,0,0,0,2,3,0,4,0,0,2,0,0,0,8,1,0,7,3,0,0,2,2,0,9,1,4,0,3,0,,0,0,4,7,0.0000,0.0000,0.0000,3,,10,,,,225,419,27,38,48,20,68,1,0,4,0,4,152,18,47,199,19,29,107,368,41,,2,1,2,,1,5,1,1,1,7,541,548,low,0.4853,,,,0,2.5,545,10,3.0,18-24,1,0,3,8,0,,1,1,0,0,0,0,0
967eff1a93d1198ef43f8b66d2d28d31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,2,2.5,25-34,0,0,3,,0,,,0,0,0,0,0,0
bc8cff140fde8a165bd8a795264e4bb7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,,2.5,,0,2.5,,,,,,,,,,,,,,
63ba59364d687c07d04bb398629d693a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,2,2.5,25-34,0,0,2,,0,,1,0,0,0,0,0,0
e82061faf16fe6daf253e4552737d834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,,2.5,,0,2.5,,,,,,,,,,,,,,
c56897b2f28ad94786b90fd69dc5b7ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,2.5,,,,,,,,,,,,,,
421bf95d76a6877304e9066c2ea43563,,,,1,1,2,0,0,0,0.0000,0,0,0,0,0,0,0,0,,0,0,,0,0,1.0000,3,1,0,2,0.2020,0.8571,1,2,8,0.1088,0.9231,0,,1,0,0,10,0,0,0,4,3,1,2,5,0,6,1,3,0,1,1,5,5,0.6667,0.7273,3,1,0,3,1,2,11,0,0,1,0,1,0,12,0,0,4,4,1,1,2,6,1,6,1,3,0,1,1,1.0000,0,2,7,6,0.0000,1.0000,0.0000,4,2,6,,,,4,5,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,5,0,,,,,,,,,,,,542,548,none,0.3518,,,,0,2.5,540,10,3.0,25-34,0,1,3,8,0,,1,0,0,0,1,0,0
26b0db807596d636cb54c8e3033e3b1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,999,,2.5,,0,2.5,,,,,,,,,,,,,,
2d66e80615e4d67d8a5ee3a88c15cf70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,2,2.5,25-34,0,1,2,,0,,1,0,0,0,0,0,0
