company,code,address,result
武汉丽枫镁达酒店管理有限公司,91420112MA49E93D93,武汉市东西湖区走马岭街革新大道314号调味品、干货类产品生产项目1号办公楼1-12层1室-1,{""result"":0",""data"":""{\""regNo\"":\""420112000765426\""",\""opScope\"":\""酒店管理；餐饮服务；物业管理；厂房、写字楼租赁；对酒店行业的投资。（涉及许可经营项目，应取得相关部门许可后方可经营）\""",\""actualAddress\"":\""武汉市东西湖区走马岭街革新大道314号调味品、干货类产品生产项目1号办公楼1-12层1室-1\""",\""entName\"":\""武汉丽枫镁达酒店管理有限公司\""",\""city\"":\""武汉市\""",\""openTo\"":\""长期\""",\""county\"":\""东西湖区\""",\""frName\"":\""吴莎\""",\""actualAddressLocation\"":\""30.6650947625789030",114.0166180345888400\""",\""entType\"":\""有限责任公司（自然人投资或控股）\""",\""entAddress\"":\""武汉市东西湖区走马岭街革新大道314号调味品、干货类产品生产项目1号办公楼1-12层1室-1\""",\""openFrom\"":\""2020-01-08\""",\""esDate\"":\""2020-01-08\""",\""creditCode\"":\""91420112MA49E93D93\""",\""regCapCur\"":\""人民币\""",\""province\"":\""湖北\""",\""historyAddress\"":\""\""",\""orgCode\"":\""MA49E93D9\""",\""regOrg\"":\""武汉市东西湖区市场监督管理局\""",\""regCap\"":\""800.000000\""",\""entStatus\"":\""在营（开业）\""",\""ancheDate\"":\""2022-04-24\""}""}
牡丹江荣千酒店管理有限公司,91231090MA1CBPDQ3L,牡丹江-东安-北龙市场,{""result"":0",""data"":""{\""regNo\"":\""231090000019294\""",\""opScope\"":\""H14-食品经营|I01-旅馆|I02-餐饮；住宿服务；餐饮服务；茶馆服务；酒店管理；商务信息咨询（不含投资理财咨询）；城市停车场服务；会议及展览展示服务；销售：日用百货、酒水、预包装食品、水果、服装鞋帽；卷烟零售。\""",\""actualAddress\"":\""牡丹江-东安-北龙市场\""",\""entName\"":\""牡丹江荣千酒店管理有限公司\""",\""city\"":\""牡丹江市\""",\""openTo\"":\""长期\""",\""county\"":\""东安区\""",\""frName\"":\""杨枭\""",\""actualAddressLocation\"":\""44.5846266178281600",129.6326619124223200\""",\""entType\"":\""有限责任公司（自然人投资或控股）\""",\""entAddress\"":\""黑龙江省牡丹江市东安区江南帝景小区43号楼卧龙街25号（107、108门市楼上）\""",\""openFrom\"":\""2020-11-18\""",\""esDate\"":\""2020-11-18\""",\""creditCode\"":\""91231090MA1CBPDQ3L\""",\""regCapCur\"":\""人民币\""",\""province\"":\""黑龙江\""",\""historyAddress\"":\""黑龙江省牡丹江市东安区江南帝景小区43号楼107、108室\""",\""orgCode\"":\""MA1CBPDQ3\""",\""regOrg\"":\""牡丹江经济技术开发区管理委员会行政审批局\""",\""regCap\"":\""1000.000000\""",\""entStatus\"":\""在营（开业）\""",\""ancheDate\"":\""2021-06-16\""}""}
江西原城纪酒店管理有限公司,91360121MA39RT9B48,江西省南昌市南昌县银三角管理委员会浒南村翠林中路以东、莲武路以南,{""result"":0",""data"":""{\""regNo\"":\""360121110012189\""",\""opScope\"":\""许可项目：住宿服务，餐饮服务，食品经营，歌舞娱乐活动，烟草制品零售，酒类经营，酒吧服务（不含演艺娱乐活动）（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：酒店管理，住房租赁，餐饮管理，洗染服务，洗烫服务，婚庆礼仪服务，物业管理，家政服务，企业管理咨询，会议及展览服务，组织文化艺术交流活动，商务秘书服务，日用品销售，日用百货销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）\""",\""actualAddress\"":\""江西省南昌市南昌县银三角管理委员会浒南村翠林中路以东、莲武路以南\""",\""entName\"":\""江西原城纪酒店管理有限公司\""",\""city\"":\""南昌市\""",\""openTo\"":\""长期\""",\""county\"":\""南昌县\""",\""frName\"":\""张萍\""",\""actualAddressLocation\"":\""28.52790478089843",115.96576403768925\""",\""entType\"":\""有限责任公司（非自然人投资或控股的法人独资）\""",\""entAddress\"":\""江西省南昌市南昌县银三角管理委员会浒南村翠林中路以东、莲武路以南\""",\""openFrom\"":\""2020-12-07\""",\""esDate\"":\""2020-12-07\""",\""creditCode\"":\""91360121MA39RT9B48\""",\""regCapCur\"":\""人民币\""",\""province\"":\""江西\""",\""historyAddress\"":\""\""",\""orgCode\"":\""MA39RT9B4\""",\""regOrg\"":\""南昌县市场监督管理局\""",\""regCap\"":\""200.000000\""",\""entStatus\"":\""在营（开业）\""",\""ancheDate\"":\""2021-06-10\""}""}
恩施市景源酒店管理有限公司,91422801MA491TRH86,湖北省恩施市小渡船街道办事处何功伟村三组,{""result"":0",""data"":""{\""regNo\"":\""422801000177853\""",\""opScope\"":\""酒店管理；食品加工、销售；物业管理；住宿、餐饮、KTV歌厅娱乐服务、健身服务、家政服务；会务服务、场地租赁服务、礼仪服务、展览展示服务。（涉及许可经营项目，应取得相关部门许可后方可经营）\""",\""actualAddress\"":\""湖北省恩施市小渡船街道办事处何功伟村三组\""",\""entName\"":\""恩施市景源酒店管理有限公司\""",\""city\"":\""恩施州\""",\""openTo\"":\""长期\""",\""county\"":\""恩施市\""",\""frName\"":\""余鸿\""",\""actualAddressLocation\"":\""30.326525919077433",109.45513958451981\""",\""entType\"":\""有限责任公司（自然人独资）\""",\""entAddress\"":\""湖北省恩施市小渡船街道办事处何功伟村三组\""",\""openFrom\"":\""2017-11-02\""",\""esDate\"":\""2017-11-02\""",\""creditCode\"":\""91422801MA491TRH86\""",\""regCapCur\"":\""人民币\""",\""province\"":\""湖北\""",\""historyAddress\"":\""\""",\""orgCode\"":\""MA491TRH8\""",\""regOrg\"":\""恩施市市场监督管理局\""",\""regCap\"":\""3000.000000\""",\""entStatus\"":\""在营（开业）\""",\""ancheDate\"":\""2022-06-07\""}""}
上海零点依九思酒店管理有限公司,91310113MA1GNLJX73,上海市宝山区城市工业园区山连路377弄8号,{""result"":0",""data"":""{\""regNo\"":\""310113002456570\""",\""opScope\"":\""许可项目：食品经营；餐饮服务；住宿服务；足浴服务；生活美容服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：酒店管理；票务代理；商务信息咨询；会务服务；展览展示服务；婚庆礼仪服务；日用百货销售；酒店用品销售；食用农产品销售；互联网销售（除销售需要许可的商品）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）\""",\""actualAddress\"":\""上海市宝山区城市工业园区山连路377弄8号\""",\""entName\"":\""上海零点依九思酒店管理有限公司\""",\""city\"":\""上海市\""",\""openTo\"":\""2039-07-07\""",\""county\"":\""宝山区\""",\""frName\"":\""钱杰\""",\""actualAddressLocation\"":\""31.3141381292439360",121.3566977592079300\""",\""entType\"":\""有限责任公司（自然人投资或控股）\""",\""entAddress\"":\""上海市宝山区山连路377弄8号\""",\""openFrom\"":\""2019-07-08\""",\""esDate\"":\""2019-07-08\""",\""creditCode\"":\""91310113MA1GNLJX73\""",\""regCapCur\"":\""人民币\""",\""province\"":\""上海\""",\""historyAddress\"":\""上海市宝山区真陈路1000号1幢5楼A座79室\""",\""orgCode\"":\""MA1GNLJX7\""",\""regOrg\"":\""宝山区市场监督管理局\""",\""regCap\"":\""7000.000000\""",\""entStatus\"":\""在营（开业）\""",\""ancheDate\"":\""2021-04-30\""}""}
贵阳观山湖正光酒店,92520115MA6H4URU4K,,{""result"":0",""data"":""{\""regNo\"":\""520115600474360\""",\""opScope\"":\""法律、法规、国务院决定规定禁止的不得经营；法律、法规、国务院决定规定应当许可（审批）的，经审批机关批准后凭许可（审批）文件经营;法律、法规、国务院决定规定无需许可（审批）的，市场主体自主选择经营。（服务：住宿（依法须经批准的项目，需经相关部门批准后方可经营）、酒店管理、会议服务、物业租赁管理）\""",\""actualAddress\"":\""\""",\""entName\"":\""贵阳观山湖正光酒店\""",\""city\"":\""\""",\""openTo\"":\""长期\""",\""county\"":\""\""",\""frName\"":\""杨春荣\""",\""actualAddressLocation\"":\""\""",\""entType\"":\""个体\""",\""entAddress\"":\""贵州省贵阳市观山湖区长岭街道办事处贵阳国际金融中心一期商务区第4幢5层1号至11层1号\""",\""openFrom\"":\""2018-07-16\""",\""esDate\"":\""2018-07-16\""",\""creditCode\"":\""92520115MA6H4URU4K\""",\""regCapCur\"":\""\""",\""province\"":\""\""",\""historyAddress\"":\""贵阳市观山湖区贵阳国际金融中心一期商务区第4幢12层4号\""",\""orgCode\"":\""MA6H4URU4\""",\""regOrg\"":\""贵阳市观山湖区市场监督管理局\""",\""regCap\"":\""\""",\""entStatus\"":\""在营（开业）\""",\""ancheDate\"":\""2021-06-18\""}""}
上海衡艾酒店管理有限公司,91310101MA1FPATY98,上海市黄浦区西藏中路18号一层102B室、裙楼2层,{""result"":0",""data"":""{\""regNo\"":\""310101000762060\""",\""opScope\"":\""酒店管理，住宿，物业管理，房地产经纪，停车场（库）经营，企业营销策划，商务信息咨询，会务服务，酒店用品的销售。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】\""",\""actualAddress\"":\""上海市黄浦区西藏中路18号一层102B室、裙楼2层\""",\""entName\"":\""上海衡艾酒店管理有限公司\""",\""city\"":\""上海市\""",\""openTo\"":\""2048-05-28\""",\""county\"":\""黄浦区\""",\""frName\"":\""陈伟杰\""",\""actualAddressLocation\"":\""31.2351927752828200",121.4849030002649800\""",\""entType\"":\""有限责任公司（自然人投资或控股）\""",\""entAddress\"":\""上海市黄浦区西藏中路18号一层102B室、裙楼2层\""",\""openFrom\"":\""2018-05-29\""",\""esDate\"":\""2018-05-29\""",\""creditCode\"":\""91310101MA1FPATY98\""",\""regCapCur\"":\""人民币\""",\""province\"":\""上海\""",\""historyAddress\"":\""上海市黄浦区西藏中路18号裙楼2层\""",\""orgCode\"":\""MA1FPATY9\""",\""regOrg\"":\""黄浦区市场监督管理局\""",\""regCap\"":\""100.000000\""",\""entStatus\"":\""在营（开业）\""",\""ancheDate\"":\""2021-03-30\""}""}
鼎谊（天津）酒店管理有限公司,91120104MA0758T904,天津市河东区六经路11号(海津大厦101号)维也纳智好酒店,{""result"":0",""data"":""{\""regNo\"":\""120104000643294\""",\""opScope\"":\""一般项目：酒店管理；企业管理；物业管理；财务咨询；企业形象策划；汽车租赁；健身休闲活动；会议及展览服务；停车场服务；非居住房地产租赁；工艺美术品及收藏品批发（象牙及其制品除外）；工艺美术品及收藏品零售（象牙及其制品除外）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。许可项目：食品经营（销售预包装食品）；住宿服务；餐饮服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）。\""",\""actualAddress\"":\""天津市河东区六经路11号(海津大厦101号)维也纳智好酒店\""",\""entName\"":\""鼎谊（天津）酒店管理有限公司\""",\""city\"":\""天津市\""",\""openTo\"":\""2060-09-27\""",\""county\"":\""河东区\""",\""frName\"":\""于鹏\""",\""actualAddressLocation\"":\""39.1360364154853850",117.2250722128472800\""",\""entType\"":\""有限责任公司\""",\""entAddress\"":\""天津市河东区六经路11号（海津大厦101号）\""",\""openFrom\"":\""2020-09-28\""",\""esDate\"":\""2020-09-28\""",\""creditCode\"":\""91120104MA0758T904\""",\""regCapCur\"":\""人民币\""",\""province\"":\""天津\""",\""historyAddress\"":\""天津市南开区南开二马路110增6号、112号三层A区3162\""",\""orgCode\"":\""MA0758T90\""",\""regOrg\"":\""天津市河东区市场监督管理局\""",\""regCap\"":\""100.000000\""",\""entStatus\"":\""在营（开业）\""",\""ancheDate\"":\""2022-02-23\""}""}
赛乾路达隆商务宾馆,92632521MA7589LQ9M,,{""result"":0",""data"":""{\""regNo\"":\""632521660074347\""",\""opScope\"":\""住宿 预包装食品兼散装食品 乳制品（不含婴幼儿配方乳粉） 日用百货\""",\""actualAddress\"":\""\""",\""entName\"":\""赛乾路达隆商务宾馆\""",\""city\"":\""\""",\""openTo\"":\""长期\""",\""county\"":\""\""",\""frName\"":\""王扎西\""",\""actualAddressLocation\"":\""\""",\""entType\"":\""个体\""",\""entAddress\"":\""恰卜恰镇赛乾路\""",\""openFrom\"":\""2013-10-21\""",\""esDate\"":\""2013-10-21\""",\""creditCode\"":\""92632521MA7589LQ9M\""",\""regCapCur\"":\""\""",\""province\"":\""\""",\""historyAddress\"":\""\""",\""orgCode\"":\""MA7589LQ9\""",\""regOrg\"":\""共和县市场监督管理局\""",\""regCap\"":\""1.000000\""",\""entStatus\"":\""在营（开业）\""",\""ancheDate\"":\""2022-03-24\""}""}
魏县益龙酒店有限公司,91130434MA0DB1NB8M,河北省邯郸市魏县天雨东路红星二锅头酒厂旁,{""result"":0",""data"":""{\""regNo\"":\""130434000060861\""",\""opScope\"":\""住宿服务；餐饮服务；酒吧服务；健身服务；茶馆服务；足浴服务；日用百货、预包装食品销售。（法律法规禁限的除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）\""",\""actualAddress\"":\""河北省邯郸市魏县天雨东路红星二锅头酒厂旁\""",\""entName\"":\""魏县益龙酒店有限公司\""",\""city\"":\""邯郸市\""",\""openTo\"":\""2039-03-11\""",\""county\"":\""魏县\""",\""frName\"":\""郭全林\""",\""actualAddressLocation\"":\""36.3609048183761350",114.9140661106030600\""",\""entType\"":\""有限责任公司（自然人独资）\""",\""entAddress\"":\""河北省邯郸市魏县天雨东路红星二锅头酒厂旁\""",\""openFrom\"":\""2019-03-12\""",\""esDate\"":\""2019-03-12\""",\""creditCode\"":\""91130434MA0DB1NB8M\""",\""regCapCur\"":\""人民币\""",\""province\"":\""河北\""",\""historyAddress\"":\""\""",\""orgCode\"":\""MA0DB1NB8\""",\""regOrg\"":\""魏县市场监督管理局\""",\""regCap\"":\""800.000000\""",\""entStatus\"":\""在营（开业）\""",\""ancheDate\"":\""2022-01-18\""}""}
凯里市钰铭舒鑫酒店,92522601MAAK1MCJ0Q,,{""result"":0",""data"":""{\""regNo\"":\""522601600803248\""",\""opScope\"":\""法律、法规、国务院决定规定禁止的不得经营；法律、法规、国务院决定规定应当许可（审批）的，经审批机关批准后凭许可（审批）文件经营;法律、法规、国务院决定规定无需许可（审批）的，市场主体自主选择经营。（住宿服务、会议会展服务、餐饮服务；预包装食品、酒类销售，卷烟零售。涉及许可经营项目，应取得相关部门许可后方可经营）\""",\""actualAddress\"":\""\""",\""entName\"":\""凯里市钰铭舒鑫酒店\""",\""city\"":\""\""",\""openTo\"":\""\""",\""county\"":\""\""",\""frName\"":\""黄敬祺\""",\""actualAddressLocation\"":\""\""",\""entType\"":\""个体\""",\""entAddress\"":\""凯里市环城西路19号恒城帝都9号楼\""",\""openFrom\"":\""2020-10-23\""",\""esDate\"":\""2020-10-23\""",\""creditCode\"":\""92522601MAAK1MCJ0Q\""",\""regCapCur\"":\""\""",\""province\"":\""\""",\""historyAddress\"":\""\""",\""orgCode\"":\""MAAK1MCJ0\""",\""regOrg\"":\""黔东南州凯里市市场监督管理局\""",\""regCap\"":\""0.000000\""",\""entStatus\"":\""注销\""",\""ancheDate\"":\""\""}""}
